"=""Exposure Id""","=""Type""","=""Country""","=""ISO3""","=""Region""","=""Name""","=""Exposure Lower""","=""Exposure Mean""","=""Exposure Upper""","=""Year""","=""Pollutant""","=""Pollutant Name""","=""Region Name""","=""Units"""
117553,"=""country""","=""Canada""","=""CAN""","=""country""","=""Canada""","=""6.22""","=""10.5""","=""17.2""","=""1990""","=""pm25""","=""PM<sub>2.5</sub>""","=""Country""","=""µg/m3"""
117568,"=""country""","=""Canada""","=""CAN""","=""country""","=""Canada""","=""6.99""","=""10.5""","=""15.5""","=""1991""","=""pm25""","=""PM<sub>2.5</sub>""","=""Country""","=""µg/m3"""
117569,"=""country""","=""Canada""","=""CAN""","=""country""","=""Canada""","=""7.42""","=""10.5""","=""14.6""","=""1992""","=""pm25""","=""PM<sub>2.5</sub>""","=""Country""","=""µg/m3"""
117570,"=""country""","=""Canada""","=""CAN""","=""country""","=""Canada""","=""7.48""","=""10.4""","=""14.4""","=""1993""","=""pm25""","=""PM<sub>2.5</sub>""","=""Country""","=""µg/m3"""
117571,"=""country""","=""Canada""","=""CAN""","=""country""","=""Canada""","=""7.48""","=""10.4""","=""14.7""","=""1994""","=""pm25""","=""PM<sub>2.5</sub>""","=""Country""","=""µg/m3"""
117554,"=""country""","=""Canada""","=""CAN""","=""country""","=""Canada""","=""7.05""","=""10.3""","=""15.2""","=""1995""","=""pm25""","=""PM<sub>2.5</sub>""","=""Country""","=""µg/m3"""
117572,"=""country""","=""Canada""","=""CAN""","=""country""","=""Canada""","=""7.92""","=""10.2""","=""13.5""","=""1996""","=""pm25""","=""PM<sub>2.5</sub>""","=""Country""","=""µg/m3"""
117573,"=""country""","=""Canada""","=""CAN""","=""country""","=""Canada""","=""8.59""","=""10.1""","=""12""","=""1997""","=""pm25""","=""PM<sub>2.5</sub>""","=""Country""","=""µg/m3"""
117574,"=""country""","=""Canada""","=""CAN""","=""country""","=""Canada""","=""9.06""","=""9.98""","=""11.1""","=""1998""","=""pm25""","=""PM<sub>2.5</sub>""","=""Country""","=""µg/m3"""
117575,"=""country""","=""Canada""","=""CAN""","=""country""","=""Canada""","=""9.37""","=""9.86""","=""10.4""","=""1999""","=""pm25""","=""PM<sub>2.5</sub>""","=""Country""","=""µg/m3"""
117555,"=""country""","=""Canada""","=""CAN""","=""country""","=""Canada""","=""9.49""","=""9.8""","=""10.1""","=""2000""","=""pm25""","=""PM<sub>2.5</sub>""","=""Country""","=""µg/m3"""
117576,"=""country""","=""Canada""","=""CAN""","=""country""","=""Canada""","=""9.52""","=""9.76""","=""9.98""","=""2001""","=""pm25""","=""PM<sub>2.5</sub>""","=""Country""","=""µg/m3"""
117577,"=""country""","=""Canada""","=""CAN""","=""country""","=""Canada""","=""9.54""","=""9.73""","=""9.92""","=""2002""","=""pm25""","=""PM<sub>2.5</sub>""","=""Country""","=""µg/m3"""
117578,"=""country""","=""Canada""","=""CAN""","=""country""","=""Canada""","=""9.49""","=""9.69""","=""9.89""","=""2003""","=""pm25""","=""PM<sub>2.5</sub>""","=""Country""","=""µg/m3"""
117579,"=""country""","=""Canada""","=""CAN""","=""country""","=""Canada""","=""9.4""","=""9.64""","=""9.89""","=""2004""","=""pm25""","=""PM<sub>2.5</sub>""","=""Country""","=""µg/m3"""
117556,"=""country""","=""Canada""","=""CAN""","=""country""","=""Canada""","=""9.27""","=""9.57""","=""9.89""","=""2005""","=""pm25""","=""PM<sub>2.5</sub>""","=""Country""","=""µg/m3"""
117580,"=""country""","=""Canada""","=""CAN""","=""country""","=""Canada""","=""9.16""","=""9.4""","=""9.65""","=""2006""","=""pm25""","=""PM<sub>2.5</sub>""","=""Country""","=""µg/m3"""
